pitch_m,normal_spacing_at_R_m,derivative_m_per_m
0.4,0.3999599778855048,0.9996998641734655
0.45,0.44994301765931927,0.9996201658302785
0.5,0.4999218384058753,0.9995311037422491
0.55,0.5498959720404495,0.9994326820831202
