time_s,global_margin_m,collision_flag,candidate_pairs,tested_pairs,circle_rejected_pairs
299.5,1.181928148140e-01,0,,1177,23354
300.0,1.206943169864e-01,0,,1182,23349
300.5,1.237174530373e-01,0,,1185,23346
301.0,1.272668189929e-01,0,,1177,23354
301.5,1.313470099010e-01,0,,1188,23343
302.0,1.359626185079e-01,0,,1189,23342
302.5,1.408034304704e-01,0,,1178,23353
303.0,1.410654331031e-01,0,,1185,23346
303.5,1.375904908035e-01,0,,1187,23344
304.0,1.321584741472e-01,0,,1182,23349
304.5,1.272460529002e-01,0,,1182,23349
305.0,1.228589237683e-01,0,,1184,23347
305.5,1.190028038350e-01,0,,1188,23343
306.0,1.156834294440e-01,0,,1180,23351
306.5,1.129065550276e-01,0,,1187,23344
307.0,1.106779518875e-01,0,,1192,23339
307.5,1.090034069125e-01,0,,1181,23350
308.0,1.078887212460e-01,0,,1191,23340
308.5,1.073397088902e-01,0,,1190,23341
309.0,1.073621952550e-01,0,,1184,23347
309.5,1.079620156381e-01,0,,1186,23345
310.0,1.091450136468e-01,0,,1188,23343
310.5,1.095635102663e-01,0,,1189,23342
311.0,1.080385820430e-01,0,,1181,23350
311.5,1.070794030012e-01,0,,1190,23341
312.0,1.066918581526e-01,0,,1190,23341
312.5,1.068818436424e-01,0,,1183,23348
313.0,1.076552651872e-01,0,,1193,23338
313.5,1.090180364450e-01,0,,1193,23338
314.0,1.109760773148e-01,0,,1184,23347
314.5,1.135353121673e-01,0,,1190,23341
315.0,1.167016680029e-01,0,,1193,23338
315.5,1.204810725327e-01,0,,1193,23338
316.0,1.248794521813e-01,0,,1188,23343
316.5,1.299027300150e-01,0,,1197,23334
317.0,1.354956826536e-01,0,,1196,23335
317.5,1.354469013598e-01,0,,1190,23341
318.0,1.299765061406e-01,0,,1202,23329
318.5,1.241634806018e-01,0,,1201,23330
319.0,1.189598732965e-01,0,,1191,23340
319.5,1.143731291932e-01,0,,1198,23333
320.0,1.104107230555e-01,0,,1200,23331
320.5,1.070801576405e-01,0,,1197,23334
321.0,1.043889617924e-01,0,,1191,23340
321.5,1.023446884488e-01,0,,1198,23333
322.0,1.009549125415e-01,0,,1199,23332
322.5,1.002272287972e-01,0,,1192,23339
323.0,1.001692494277e-01,0,,1202,23329
323.5,1.007886017128e-01,0,,1205,23326
324.0,1.020929254632e-01,0,,1193,23338
324.5,1.028688507746e-01,0,,1195,23336
325.0,1.010675177088e-01,0,,1201,23330
325.5,9.992872285304e-02,0,,1198,23333
326.0,9.946015724553e-02,0,,1194,23337
326.5,9.966952868207e-02,0,,1201,23330
327.0,1.005645592033e-01,0,,1200,23331
327.5,1.021529824639e-01,0,,1190,23341
328.0,1.044425409798e-01,0,,1200,23331
328.5,1.074409832388e-01,0,,1206,23325
329.0,1.111560606950e-01,0,,1192,23339
329.5,1.155955246082e-01,0,,1196,23335
330.0,1.207671227562e-01,0,,1204,23327
330.5,1.266785959877e-01,0,,1200,23331
331.0,1.295644542955e-01,0,,1196,23335
331.5,1.242573908112e-01,0,,1200,23331
332.0,1.177339629949e-01,0,,1203,23328
332.5,1.119281016952e-01,0,,1193,23338
333.0,1.068496706865e-01,0,,1204,23327
333.5,1.025085794157e-01,0,,1207,23324
334.0,9.891478005710e-02,0,,1195,23336
334.5,9.607826440558e-02,0,,1200,23331
335.0,9.400906058439e-02,0,,1207,23324
335.5,9.271722957451e-02,0,,1201,23330
336.0,9.221286154588e-02,0,,1200,23331
336.5,9.250607198960e-02,0,,1205,23326
337.0,9.360699764343e-02,0,,1207,23324
337.5,9.552579219665e-02,0,,1198,23333
338.0,9.423008561574e-02,0,,1207,23324
338.5,9.253273846188e-02,0,,1209,23322
339.0,9.162393069178e-02,0,,1200,23331
339.5,9.151388384502e-02,0,,1207,23324
340.0,9.221284298449e-02,0,,1210,23321
340.5,9.373107242430e-02,0,,1203,23328
341.0,9.607885124161e-02,0,,1201,23330
341.5,9.926646854266e-02,0,,1206,23325
342.0,1.033042184933e-01,0,,1210,23321
342.5,1.082023950905e-01,0,,1202,23329
343.0,1.139712866684e-01,0,,1211,23320
343.5,1.206211701325e-01,0,,1215,23316
344.0,1.213863666994e-01,0,,1206,23325
344.5,1.136569448811e-01,0,,1213,23318
345.0,1.067749312012e-01,0,,1215,23316
345.5,1.007535876620e-01,0,,1209,23322
346.0,9.560625014372e-02,0,,1211,23320
346.5,9.134632362502e-02,0,,1213,23318
347.0,8.798727707985e-02,0,,1216,23315
347.5,8.554263804188e-02,0,,1206,23325
348.0,8.402598681772e-02,0,,1215,23316
348.5,8.345095033477e-02,0,,1221,23310
349.0,8.383119560470e-02,0,,1211,23320
349.5,8.518042278856e-02,0,,1217,23314
350.0,8.751235784056e-02,0,,1218,23313
350.5,8.559689589459e-02,0,,1208,23323
351.0,8.369061931322e-02,0,,1209,23322
351.5,8.272793635183e-02,0,,1213,23318
352.0,8.272265523060e-02,0,,1220,23311
352.5,8.368862023892e-02,0,,1208,23323
353.0,8.563970439937e-02,0,,1215,23316
353.5,8.858980169472e-02,0,,1221,23310
354.0,9.255281883151e-02,0,,1213,23318
354.5,9.754266652852e-02,0,,1217,23314
355.0,1.035732503005e-01,0,,1219,23312
355.5,1.106584607200e-01,0,,1216,23315
356.0,1.136126236809e-01,0,,1215,23316
356.5,1.049414812660e-01,0,,1215,23316
357.0,9.729043035368e-02,0,,1218,23313
357.5,9.067770520327e-02,0,,1210,23321
358.0,8.512165892074e-02,0,,1216,23315
358.5,8.064075514406e-02,0,,1221,23310
359.0,7.725355909678e-02,0,,1215,23316
359.5,7.497872796342e-02,0,,1217,23314
360.0,7.383500055956e-02,0,,1221,23310
360.5,7.384118625776e-02,0,,1216,23315
361.0,7.501615312741e-02,0,,1215,23316
361.5,7.737881525096e-02,0,,1216,23315
362.0,7.724557408234e-02,0,,1220,23311
362.5,7.460972819353e-02,0,,1211,23320
363.0,7.310821997687e-02,0,,1221,23310
363.5,7.276004269271e-02,0,,1227,23304
364.0,7.358425165125e-02,0,,1219,23312
364.5,7.559995150751e-02,0,,1221,23310
365.0,7.882628268430e-02,0,,1224,23307
365.5,8.328240687477e-02,0,,1222,23309
366.0,8.898749158456e-02,0,,1218,23313
366.5,9.596069365438e-02,0,,1221,23310
367.0,1.042211417224e-01,0,,1224,23307
367.5,9.906879223352e-02,0,,1220,23311
368.0,8.998877061185e-02,0,,1224,23307
368.5,8.216737757765e-02,0,,1229,23302
369.0,7.563036817691e-02,0,,1223,23308
369.5,7.040368664676e-02,0,,1227,23304
370.0,6.651345065024e-02,0,,1230,23301
370.5,6.398593412177e-02,0,,1225,23306
371.0,6.284754864384e-02,0,,1225,23306
371.5,6.312482326521e-02,0,,1226,23305
372.0,6.484438266518e-02,0,,1229,23302
372.5,6.803292356546e-02,0,,1226,23305
373.0,6.615964499688e-02,0,,1229,23302
373.5,6.332026991437e-02,0,,1234,23297
374.0,6.187516970338e-02,0,,1230,23301
374.5,6.185110479267e-02,0,,1234,23297
375.0,6.327493378508e-02,0,,1233,23298
375.5,6.617358968844e-02,0,,1229,23302
376.0,7.057405427390e-02,0,,1229,23302
376.5,7.650333044958e-02,0,,1230,23301
377.0,8.398841253374e-02,0,,1232,23299
377.5,9.305625430682e-02,0,,1230,23301
378.0,8.666756228563e-02,0,,1234,23297
378.5,7.664190949520e-02,0,,1236,23295
379.0,6.818281352454e-02,0,,1234,23297
379.5,6.132752839821e-02,0,,1236,23295
380.0,5.611362961076e-02,0,,1237,23294
380.5,5.257898367027e-02,0,,1231,23300
381.0,5.076171451447e-02,0,,1233,23298
381.5,5.070016658587e-02,0,,1233,23298
382.0,5.243286432073e-02,0,,1232,23299
382.5,5.599846780424e-02,0,,1232,23299
383.0,5.545210676001e-02,0,,1235,23296
383.5,5.167717720358e-02,0,,1237,23294
384.0,4.962718129426e-02,0,,1237,23294
384.5,4.934071641215e-02,0,,1240,23291
385.0,5.085655712151e-02,0,,1238,23293
385.5,5.421361011031e-02,0,,1231,23300
386.0,5.945086498239e-02,0,,1236,23295
386.5,6.660734061342e-02,0,,1236,23295
387.0,7.572202677032e-02,0,,1235,23296
387.5,7.749868607807e-02,0,,1236,23295
388.0,6.559629297596e-02,0,,1242,23289
388.5,5.565868751857e-02,0,,1242,23289
389.0,4.774122290925e-02,0,,1242,23289
389.5,4.189984620995e-02,0,,1245,23286
390.0,3.819103894216e-02,0,,1244,23287
390.5,3.667175037822e-02,0,,1239,23292
391.0,3.739932289773e-02,0,,1244,23287
391.5,4.043140875212e-02,0,,1243,23288
392.0,4.582587751742e-02,0,,1238,23293
392.5,4.069827020326e-02,0,,1243,23288
393.0,3.685471361194e-02,0,,1248,23283
393.5,3.521093741844e-02,0,,1248,23283
394.0,3.582442039172e-02,0,,1246,23285
394.5,3.875292572655e-02,0,,1249,23282
395.0,4.405440588337e-02,0,,1247,23284
395.5,5.178689720284e-02,0,,1245,23286
396.0,6.200840347729e-02,0,,1251,23280
396.5,5.894989168313e-02,0,,1248,23283
397.0,4.605795075381e-02,0,,1247,23284
397.5,3.572712893196e-02,0,,1248,23283
398.0,2.804335815254e-02,0,,1253,23278
398.5,2.309366541668e-02,0,,1256,23275
399.0,2.096604039951e-02,0,,1252,23279
399.5,2.174928356169e-02,0,,1252,23279
400.0,2.553283278295e-02,0,,1255,23276
400.5,3.240656636034e-02,0,,1253,23278
401.0,2.628866399389e-02,0,,1258,23273
401.5,2.133224699089e-02,0,,1254,23277
402.0,1.920862736544e-02,0,,1254,23277
402.5,2.000609997350e-02,0,,1254,23277
403.0,2.381348843085e-02,0,,1261,23270
403.5,3.071993855252e-02,0,,1259,23272
404.0,4.081468531154e-02,0,,1254,23277
404.5,4.356568804398e-02,0,,1259,23272
405.0,2.842531689677e-02,0,,1257,23274
405.5,1.667267497508e-02,0,,1253,23278
406.0,8.446764636707e-03,0,,1257,23274
406.5,3.888851652541e-03,0,,1256,23275
407.0,3.142163509392e-03,0,,1261,23270
407.5,6.351532379843e-03,0,,1261,23270
408.0,1.366297582344e-02,0,,1262,23269
408.5,1.427190889000e-02,0,,1262,23269
409.0,6.160658223368e-03,0,,1258,23273
409.5,1.718769861854e-03,0,,1260,23271
410.0,1.086488236117e-03,0,,1261,23270
410.5,4.405241732204e-03,0,,1257,23274
411.0,1.181718478725e-02,0,,1257,23274
411.5,2.346466783240e-02,0,,1264,23267
412.0,1.457656821030e-02,0,,1269,23262
412.5,-6.820821788266e-04,1,1-9,1261,23270
413.0,-1.116526370766e-02,1,1-9,1261,23270
413.5,-1.663126584862e-02,1,1-9,1266,23265
414.0,-1.683361296351e-02,1,1-9,1264,23267
414.5,-1.152190760675e-02,1,1-9,1266,23265
415.0,-4.428661960142e-04,1,1-9,1267,23264
415.5,-3.374617675144e-03,1,1-11,1267,23264
416.0,-1.373600426309e-02,1,1-11,1268,23263
416.5,-1.913238985606e-02,1,1-11,1272,23259
417.0,-1.933089141808e-02,1,1-11,1274,23257
417.5,-1.409658699283e-02,1,1-11,1266,23265
418.0,-3.193756072301e-03,1,1-11,1269,23262
418.5,-1.245829002255e-02,1,1-8,1273,23258
419.0,-2.877891235607e-02,1,1-8,1269,23262
419.5,-3.810607580631e-02,1,1-8,1269,23262
420.0,-3.998333304497e-02,1,1-8,1276,23255
420.5,-3.394160641518e-02,1,1-8,1279,23252
421.0,-1.950156747646e-02,1,1-8,1270,23261
421.5,-1.366307250753e-02,1,1-10,1271,23260
422.0,-3.029799788450e-02,1,1-10,1278,23253
422.5,-4.020622073372e-02,1,1-10,1275,23256
423.0,-4.299112967526e-02,1,1-10,1279,23252
423.5,-3.825352858991e-02,1,1-7;1-10,1285,23246
424.0,-3.613349237291e-02,1,1-7;1-10,1289,23242
424.5,-5.562508562082e-02,1,1-7;1-10,1280,23251
425.0,-6.427704203326e-02,1,1-7,1280,23251
425.5,-6.109549772406e-02,1,1-7,1285,23246
426.0,-4.503229425006e-02,1,1-7,1278,23253
426.5,-1.498770285622e-02,1,1-7,1285,23246
427.0,-2.861170020487e-02,1,1-9;2-9,1296,23235
427.5,-5.083729754929e-02,1,1-9;2-9,1288,23243
428.0,-6.356003965127e-02,1,1-6;1-9;2-9,1284,23247
428.5,-6.614500189663e-02,1,1-6;1-9;2-9;3-10,1293,23238
429.0,-7.885277532540e-02,1,1-6;1-9;3-10,1292,23239
429.5,-8.598431131656e-02,1,1-6;1-9;3-10,1291,23240
430.0,-7.082846601172e-02,1,1-6;1-9;2-10;3-10,1290,23241
430.5,-2.947459907611e-02,1,1-6;2-10;3-10;4-11,1293,23238
431.0,-2.705179898027e-02,1,2-10;4-11,1298,23233
431.5,-2.205617230358e-02,1,1-5;2-10;4-11,1295,23236
432.0,-6.452148551473e-02,1,1-5;1-8;2-8;2-10;3-11;4-11,1291,23240
432.5,-8.352500479907e-02,1,1-5;1-8;2-8;3-11;4-11,1294,23237
433.0,-4.976108165735e-02,1,1-10,1276,23255
433.5,-4.448341593552e-02,1,1-10,1279,23252
434.0,-2.478650943951e-02,1,1-10,1284,23247
434.5,9.405743281986e-03,0,,1281,23250
435.0,1.571844960255e-03,0,,1285,23246
435.5,4.434340376642e-03,0,,1286,23245
436.0,2.933809308329e-03,0,,1282,23249
436.5,-4.006637082493e-03,1,1-9,1286,23245
437.0,-3.166848849144e-02,1,1-11,1266,23265
437.5,-1.137215611353e-02,1,1-11,1259,23272
438.0,2.849809410396e-02,0,,1275,23256
438.5,2.554553472707e-02,0,,1267,23264
439.0,2.985179712436e-02,0,,1274,23257
439.5,-1.885115085139e-02,1,1-12,1255,23276
440.0,-3.825564779932e-04,1,1-12,1259,23272
440.5,4.516759498829e-02,0,,1260,23271
441.0,4.933399260753e-02,0,,1257,23274
441.5,5.019975795114e-03,0,,1250,23281
442.0,6.106045633018e-02,0,,1251,23280
